"CODI","DENOMINACIÓ GENÈRICA","NOM","CORREU ELECTRÒNIC 1","CORREU ELECTRÒNIC 2","PÀGINA WEB","TITULAR","NIF","LOCALITAT","MUNICIPI","ADREÇA","CP","ILLA","TELEF1"
"07013498","CIFP","CIFP JOAN TAIX","cifpjoantaix@educaib.eu","","www.cifpjoantaix.cat","CONSELLERIA D'EDUCACIÓ","S0700071D","SA POBLA","SA POBLA","C/ SAGASTA, S/N","07420","MALLORCA","971540008"
"07015872","CIFP","CIFP JUNIPER SERRA","cifpjuniperserra@educaib.eu","","www.cifpjuniperserra.com","CONSELLERIA D'EDUCACIÓ","S0718090D","SON CLADERA","PALMA","CAMÍ DE SON CLADERA, 20","07009","MALLORCA","971470774"
"07016438","CIFP","CIFP L'EMBAT","cifplembat@educaib.eu","lembat@cifpembat.com","www.cifpembat.com","SOIB-CONSELLERIA MODEL ECONÒMIC, TURISME I TREBALL","S0700139I","POLÍGON SON CASTELLÓ","PALMA","C/ GREMI TEIXIDORS, NÚM 33","07009","MALLORCA","871901508"
"07013620","CIFP","CIFP NAUTICOPESQUERA","cifpnauticopesquera@educaib.eu","","www.cifpnauticopesquera.es","CONSELLERIA D'EDUCACIÓ","S0700077A","EL TERRENO","PALMA","DIC DE L'OEST, S/N","07015","MALLORCA","971700068"
"07015860","CIFP","CIFP PAU CASESNOVES","cifppaucasesnoves@educaib.eu","","www.paucasesnovescifp.cat","CONSELLERIA D'EDUCACIÓ","S0718048B","INCA","INCA","C/ DE JOAN MIRÓ, 22","07300","MALLORCA","971881710"
"07016542","CIFP","CIFP PERE DE SON GALL","cifpperedesongall@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","NO TÉ CIF","LLUCMAJOR","LLUCMAJOR","C/ GRÀCIA, NÚM. 73","07620","MALLORCA","971660052"
"07016530","CIFP","CIFP POLITÈCNIC DE LLEVANT","cifppolitecnicdellevant@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","NO TÉ CIF","MANACOR","MANACOR","CAMÍ DE SES TAPARERES, 32","07500","MALLORCA","971551489"
"07015720","CIFP_CRN","CIFP DE LA MAR_CRN EN NAÚTICA","cifpcentredelamar@educaib.eu","crnnautica@caib.es","www.centredelamar.com","SOIB-CONSELLERIA TREBALL, COMERÇ I INDUSTRIA","S0700122E","MAÓ","MAÓ","C/ DE RUIZ I PABLO, 13","07702","MENORCA","971177027"
"07014703","CIFP_CRN","CIFP SON LLEBRE_CRN EN ATENCIÓ SOCIAL","cifpsonllebre@educaib.eu","cifpsonllebre@gmail.com","www.cifpsonllebre.cat","CONSELLERIA D'EDUCACIÓ/CONSELLERIA D'AFFERS SOCIALS/CONSELLERIA DE TURISME","Q0700605I","ES PLA DE NA TESA","MARRATXÍ","C/ INÉS RIBERA, NÚM.8","07141","MALLORCA","971607432"
"07015732","CMD","CONSERVATORI MUNICIPAL D INCA","emmat@incaciutat.com","","https://emmat.incaciutat.com/","AJUNTAMENT D INCA","P0702700F","INCA","INCA","C/ DURETA, NÚM. 5","07300","MALLORCA","971881420"
"07015215","CMD","CONSERVATORI MUNICIPAL DE FELANITX","conservatori@musicafelanitx.org","conservatori@musicafelanitx.org","https://www.musicafelanitx.org/","AJUNTAMENT DE FELANITX","P0702200G","FELANITX","FELANITX","C/ RECTOR PLANES, NÚM. 38","07200","MALLORCA","971584455"
"07015598","CMD","CONSERVATORI MUNICIPAL DE MANACOR","musica@manacor.org","","https://www.manacor.org/es/node/11015","AJUNTAMENT DE MANACOR","P0703300D","MANACOR","MANACOR","C/ DE LA FÀBRICA, NÚM 2","07500","MALLORCA","971551115"
"07008648","CMD","CONSERVATORI PROFESSIONAL DE MÚSICA I DANSA D EIVISSA I FORMENTERA CATALINA BUFI","conservatoriprofessional.eivissa@educaib.eu","","http://www.ceif.info/","CONSELLERIA D'EDUCACIÓ","Q0700421A","EIVISSA","EIVISSA","AV. D'ESPANYA, 15","07800","EIVISSA","971392253"
"07006810","CMD","CONSERVATORI PROFESSIONAL DE MÚSICA I DANSA DE MALLORCA","conservatoriprofessional.mallorca@educaib.eu","director@conservatoridemallorca.com","www.conservatoridemallorca.com","CONSELLERIA D'EDUCACIÓ","Q0700419E","PALMA","PALMA","C/ D'ALFONS EL MAGNÀNIM.64","07004","MALLORCA","971763444"
"07008119","CMD","CONSERVATORI PROFESSIONAL DE MÚSICA I DANSA DE MENORCA","conservatoriprofessional.menorca@educaib.eu","conservatorimusicamenorca@gmail.com","http://sites.google.com/site/conservatoridemenorca","CONSELLERIA D'EDUCACIÓ","V57112294","MAÓ","MAÓ","PLAÇA DEL CARME, S/N -CLAUSTRE DEL CARME","07701","MENORCA","971366370"
"07013425","CMM","CONSERVATORI MUNICIPAL  DE PALMA","admiescolamusica@gmail.com","","www.conservatorimunicipaldepalma.es","AJUNTAMENT DE PALMA","P0704000I","PALMA","PALMA","C/ BLANQUERS, 2","07001","MALLORCA","971719127"
"07002038","CP","ES CANYAR","cpescanyar@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0768251A","MANACOR","MANACOR","C/ ES CANYAR, S/N","07500","MALLORCA","971550840"
"07015197","CPEA","CEF_ESCUELA DE ARTES AUDIOVISUALES","info@cefmallorca.com","","","CENTRO DE ESTUDIOS FOTOGRÀFICOS S.L.","B07613581","PALMA","PALMA","PLAZA DE BARCELONA, NÚM. 17","07012","MALLORCA","971718063"
"07015744","CPEE","BINTAUFA","fundacio.ilsa@gmail.com","","","FUNDACIÓ PER A PERSONES AMB DISCAPACITAT ILLA DE MENORCA","","MAÓ","MAÓ","CAMÍ DE TREPUCÓ, S/N","07703","MENORCA","971363677"
"07015185","CPEEPA","ESCUELA POLITÉCNICA BALEAR","info@escuelapolitecnica.es","","","Escuela Politécnica Balear, S.L.","B07226764","PALMA","PALMA","ARQUITECTE G. BENNÀSAR, NÚM. 41 BAIXOS","07004","MALLORCA","971755530"
"07015422","CPEEPA","ESTUDI 6 CENTRE DE FORMACIÓ","estudi6@estudi6.com","","","Estudi 6 Gestió Socioeducativa, S.L.","","PALMA","PALMA","C/ GUILLEM MASSOT, NÚM. 54","07003","MALLORCA","971498181"
"07013310","CPFP","ACADÈMIA FLEMING","secretaria@grupofleming.com","","","AFESI PALMA, S.L.","B57134975","PALMA","PALMA","CAMÍ DE JESÚS, 15","07003","MALLORCA","971761808"
"07005647","CPFP","ADEMA, ESCUELA DENTAL MALLORCA","administracion@cfpadema.com","","","ADEMA,S.L.","B57178113","POLÍGON SON ROSSINYOL","PALMA","C/ PASSAMANERS, 11, 2º","07009","MALLORCA","971777131"
"07015094","CPFP","CEF_ESCUELA DE ARTES AUDIOVISUALES","info@cefmallorca.com","miguelangel@cefmallorca.com","","CENTRO DE ESTUDIOS FOTOGRÀFICOS S.L.","B07613581","PALMA","PALMA","PLAZA DE BARCELONA, NÚM. 17","07012","MALLORCA","971718063"
"07016244","CPFP","CENTRE PRIVAT DE FORMACIÓ PROFESSIONAL VILA","amadiba@amadiba.org, miguelfelipe@amadiba.org","","","AMADIBA","G07758667","EIVISSA","EIVISSA","C/ MADRID,  49","07800","EIVISSA",""
"07008651","CPFP","CENTRE PRIVAT DE FORMACIÓ PROFESSIONAL, CREU ROJA","baleares@cruzroja.es","macrma@cruzroja.es, dapapa@cruzroja.es","","CREU ROJA ESPANYOLA ASSAMBLEA BALEAR","Q2866001G","PALMA","PALMA","C/ ARQUITECTE BENNÀSSAR, 73","07003","MALLORCA","971295000"
"07015124","CPFP","CENTRE PRIVAT DE FORMACIÓ PROFESSIONAL, EDIB","secretaria@grupofleming.com","","","AFESI PALMA, S.L.","B57134975","PALMA","PALMA","VIA PORTUGAL, 1A","07012","MALLORCA","971761808"
"07015914","CPFP","CENTRE PRIVAT DE FORMACIÓ PROFESSIONAL, ESCOLA D'HOTELERIA DE LES ILLES BALEARS","escola.hoteleria@uib.es","escola.hoteleria@uib.es","","CONSORCI ESCOLA D'HOTELERIA DE LES ILLES BALEARS","Q5755004H","PALMA","PALMA","CTRA. DE VALLDEMOSSA, KM. 7.5 (EDIFICI ARXIDUC LLUIS SALVADOR)","07122","MALLORCA","971172608"
"07015409","CPFP","CENTRE PRIVAT DE FORMACIÓ PROFESSIONAL, ESCOLA ESMENT","info@esmentescola.es","","","AMADIP ESMENT FUNDACIÓ","G07065709","PALMA","PALMA","C/ CALA FIGUERA, NÚM. 10","07009","MALLORCA","971711627"
"07015288","CPFP","CENTRE PRIVAT DE FORMACIÓ PROFESSIONAL, ESERP BUSINESS SCHOOL","administracionmallorca@eserp.com","nensenyat@eserp.com","","ESCUELA SUPERIOR DE RELACIONES PÚBLICAS S.L.","B43309459","PALMA","PALMA","C/ BALMES, NÚM. 50","07004","MALLORCA","971228108"
"07015082","CPFP","CENTRE PRIVAT DE FORMACIÓ PROFESSIONAL, GLOBAL CENTRE D'ESTUDIS","formacio@globalmanacor.com","","","GLOBAL CENTRE D'ESTUDIS, S.L.","B57334849","MANACOR","MANACOR","C/ DE PEP FUSTER, NÚM. 1","07500","MALLORCA","971844989"
"07015461","CPFP","CENTRE PRIVAT DE FORMACIÓ PROFESSIONAL, LADAT_STUDIOS CENTRE DE FORMACIÓ","ladat@uib.es","","","LADAT STUDIOS S.L.","B57864985","PALMA","PALMA","CTRA VALLDEMOSSA, KM 7, PARC BIT EDIFICI EUROPA","07121","MALLORCA","971439801"
"07008806","CPFP","CENTRE PRIVAT DE FORMACIÓ PROFESSIONAL, MENORCA","info.menorca@etb-baleares.es","info.menorca@etb-baleares.es","","ESCUELA DE TURISMO DE BALEARES, S.L.","B07108889","CIUTADELLA","CIUTADELLA","C/ VALÈNCIA, NÚM. 36","07760","MENORCA","971350508"
"07016505","CPFP","CESUR MALLORCA","cesurmallorca@cesurformacion.com","cesurmallorca@cesurformacion.com","rocio.angulo@grupocoremsa.com","CENTRO SUPERIOR DE FORMACIÓN EUROPA SUR S.A.","A92194844","SON RAPINYA","PALMA","CAMÍ DE SON RAPINYA, NÚM. 12","07013","MALLORCA","871117512"
"07016426","CPFP","ESCOLA CENETED","raquel@tecnicodeportivo.net","t.oliverberga@gmail.com","","2002 AGONZA SL","B50913961","PALMA","PALMA","SANT JOAN DE LA SALLE, NÚM. 5","07003","MALLORCA","651634502"
"07008077","CSMD","CONSERVATORI SUPERIOR DE MÚSICA I DANSA DE LES ILLES BALEARS","administracio@fesmae.com","","http://www.conservatorisuperior.com","FUNDACIÓ PER AL CONSERVATORI SUPERIOR DE MÚSICA I DANSA DE LES ILLES BALEARS","G57086035","PALMA","PALMA","C/ D'ALFONS EL MAGNÀNIM.64","07004","MALLORCA","971498935"
"07007188","EA","ESCOLA D'ART DE MENORCA","escoladart.mao@educaib.eu","","http://www.escoladartmenorca.com","CONSELLERIA D'EDUCACIÓ","Q0768181J","MAÓ","MAÓ","AV. JOSEP M. QUADRADO, 33","07703","MENORCA","971350827"
"07001423","EA","ESCOLA D'ART D'EIVISSA","escoladart.eivissa@educaib.eu","","http://www.escoladarteivissa.com/","CONSELLERIA D'EDUCACIÓ","Q0768246A","SANT JORDI DE SES SALINES","SANT JOSEP DE SA TALAIA","C/ RIO DUERO, 5 (CAN CIFRE)","07817","EIVISSA","971301228"
"07016271","EADR","ESCOLA D'ART DRAMÀTIC RECONEGUDA DE MENORCA","inscripcioartsesceniques@gmail.com","martacantamisa@gmail.com","","CONSELL INSULAR DE MENORCA","S0733002J","SANT LLUÍS","SANT LLUÍS","SALA POLIVALENT ALBERT CAMUS, C/ DE SANT LLUÍS, 58","07710","MENORCA","626433442"
"07700398","EAP","EAP PALMA I","eappalma1@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0700136E","PALMA","PALMA","C/ GREGORIO MARAÑON, S/N","07007","MALLORCA",""
"07700404","EAP","EAP PALMA II","eappalma2@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718189D","PALMA","PALMA","C/ CATALINA MARCH, NÚM. 4","07013","MALLORCA",""
"07700179","EAP","EQUIP D'ATENCIÓ PRIMERENCA EIVISSA","eapeivissa@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718174F","EIVISSA","EIVISSA","VIA PÚNICA, 23","07800","EIVISSA","971300324"
"07700258","EAP","EQUIP D'ATENCIÓ PRIMERENCA ES RAIGUER","eapraiguer@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0700091B","INCA","INCA","AVDA DEL RAIGUER, S/N","07300","MALLORCA","971506103"
"07700301","EAP","EQUIP D'ATENCIÓ PRIMERENCA FORMENTERA_SUBSEU EIVISSA-FORMENTERA","eapeivissa@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718174F","SANT FRANCESC","FORMENTERA","AV. PORTO SALER, S/N","07860","FORMENTERA","971300324"
"07700246","EAP","EQUIP D'ATENCIÓ PRIMERENCA LLEVANT","eapllevant@educaib.eu","eapllevant@gmail.com","","CONSELLERIA D'EDUCACIÓ","S0700090D","MANACOR","MANACOR","PASSEIG D'ANTONI MAURA, 87","07500","MALLORCA","971559067"
"07700374","EAP","EQUIP D'ATENCIÓ PRIMERENCA MALLORCA CENTRE","eapmallorcacentre@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0700132D","SANTA MARIA DEL CAMÍ","SANTA MARIA DEL CAMÍ","PLAÇA D'ANDREU TORRENS, 4","07320","MALLORCA",""
"07700167","EAP","EQUIP D'ATENCIÓ PRIMERENCA MENORCA","eapciutadella@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S5700004D","CIUTADELLA","CIUTADELLA","C/ MALLORCA, NÚM. 67","07760","MENORCA","971480181"
"07700222","EAP","EQUIP D'ATENCIÓ PRIMERENCA MENORCA_SUBSEU DE LLEVANT MAÓ","eapmao@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","NOAUTGEST","MAÓ","MAÓ","C/ JOSEP Mª QUADRADO, 33","07703","MENORCA","971350471"
"07700283","EAP","EQUIP D'ATENCIÓ PRIMERENCA NORD (SUBSEU DES RAIGUER)","eapnord@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","NOAUTGEST","ALCÚDIA","ALCÚDIA","C/ PORTA DE MALLORCA Nº 3","07400","MALLORCA","971502781"
"07700261","EAP","EQUIP D'ATENCIÓ PRIMERENCA PONENT","eapponent@educaib.eu","eapponent@gmail.com","","CONSELLERIA D'EDUCACIÓ","S0700093H","MAGALUF","CALVIÀ","C/ COLOMS, 15","07181","MALLORCA","971681692"
"07700271","EAP","EQUIP D'ATENCIÓ PRIMERENCA SUD","eapsud@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0700116G","LLUCMAJOR","LLUCMAJOR","C/ DE BARTOLOMÉ SASTRE GARAU, S/N (TORRE ESQUERRA, DINS RECINTE CEIP REI JAUME III)","07620","MALLORCA","971121444"
"07700295","EAP","EQUIP D'ATENCIÓ PRIMERENCA TRAMUNTANA_SUBSEU DE PONENT","eaptramuntana@educaib.eu","eaptramuntana@gmail.com","","CONSELLERIA D'EDUCACIÓ","NOAUTGEST","ESPORLES","ESPORLES","C/ MOSSÈN ALCOVER, 17","07190","MALLORCA",""
"07004035","EASDI","ESCOLA D'ART I SUPERIOR DE DISSENY DE LES ILLES BALEARS","escoladartidisseny.palma@educaib.eu","direccio@escoladisseny.com","http://www.escoladisseny.com","CONSELLERIA D'EDUCACIÓ","Q0768164F","PALMA","PALMA","C/ INSTITUT BALEAR, 5","07012","MALLORCA","971290000"
"07014983","EBE","ESCOLA BALEAR DE L'ESPORT","","","","FUNDACIÓ PER A L'ESPORT BALEAR","NOAUTGEST","PALMA","PALMA","C/GREMI DE FORNERS, 4","07009","MALLORCA","971431727"
"07016396","EDR","ESCOLA DE DANSA RECONEGUDA ARTDANSA","secretaria@artdansa.es","","","ESPERANÇA MIR DE TOMÀS","43211254G","PALMA","PALMA","C/ PONS I GALLARZA, 5A","07004","MALLORCA","691306638"
"07016256","EDR","ESCOLA DE DANSA RECONEGUDA FRANCISCA TOMÁS_TAMBÉ CAEEPD ESCOLA AUTORITZADA D'ENSENYAMENTS ELEMENTALS I PROFESSIONALS DE DANSA","escoladansafranciscatomas@gmail.com","","","FRANCISCA TOMÁS GELABERT","18233108L","PALMA","PALMA","C/ Antoni Marquès, 26","07003","MALLORCA","971751022"
"07015987","EDR","ESCOLA DE DANSA RECONEGUDA SANT JAUME_TAMBÉ CAEED CENTRE AUTORITZAT SANT JAUME","dansasantjaume@gmail.com","","","Mª MONTSERRAT ESTARELLAS GARAU","41349979G","PALMA","PALMA","C/ de Pau Piferrer, 15 baixos","07011","MALLORCA","971450865"
"07015999","EDR","ESCOLA DE DANSA RECONEGUDA UTE DAHL","utedahl@infotelecom.es","","","UTE DAHL","X0180302M","MAÓ","MAÓ","C/ Verge de Gràcia, núm 44","07702","MENORCA","971368557"
"07015823","EI_1rcicle","CAN NEBOT","eicannebot@educaib.eu","eicannebot@gmail.com","","CONSELLERIA D'EDUCACIÓ","S0711001H","SANT JORDI DE SES SALINES","SANT JOSEP DE SA TALAIA","FINCA DE CAN NEBOT, S/N","07817","EIVISSA","971753329"
"07013668","EI_1rcicle","FRANCESC DE BORJA MOLL","francescdeborjamoll@gmail.com","eifrancescdeborjamoll@educaib.eu","","CONSELLERIA D'EDUCACIÓ","S0711001H","CIUTADELLA","CIUTADELLA","CAMÍ VELL, S/N","07760","MENORCA","971381862"
"07013681","EI_1rcicle","MAGDALENA HUMBERT","eimagdalenahumbert@educaib.eu","eeimagdalenahumbert03@gmail.com","","CONSELLERIA D'EDUCACIÓ","S0711001H","MAÓ","MAÓ","C/ DALT DE SANT JOAN, 7","07703","MENORCA","971361321"
"07013671","EI_1rcicle","VERGE DE LA SALUT","eivergedelasalut@educaib.eu","eeivergedelasalut@gmail.com","","CONSELLERIA D'EDUCACIÓ","S0711001H","PALMA","PALMA","C/ GENERAL RIERA, 65","07010","MALLORCA","971754750"
"07013772","EI_1rcicle","VIRGEN DE LORETO","ceivirgenloreto@gmail.com","palma@kidsco.es","","MINISTERI DE DEFENSA","S2830001J","PALMA","PALMA","CTRA. MANACOR, KM. 8","07071","MALLORCA","971497596"
"07007772","EI_2ncicle","PAULA TORRES","eipaulatorres@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","Q0768267G","LA SOLEDAT","PALMA","C/ AMER, 53","07007","MALLORCA","971248414"
"07002233","EI_2ncicle","SA GRADUADA","eisagraduada@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","Q0768087I","MANACOR","MANACOR","PASSEIG D'ANTONI MAURA, 54","07500","MALLORCA","971551937"
"07002002","EI_2ncicle","SANT CLIMENT_DE 2N CICLE","eisantcliment@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","Q0768183F","SANT CLIMENT","MAÓ","C/ DE L'ESCOLA, NÚM.1","07712","MENORCA","971153123"
"07016748","EIEL"," SANT RAFEL","","","","AJUNTAMENT DE SANT ANTONI DE PORTMANY","P0704600F","SANT RAFEL","SANT ANTONI DE PORTMANY","CTRA EIVISSA- SANT ANTONI, NÚM. 17","07816","EIVISSA",""
"07016475","EIEL","ANTONI PONS DE MOSCARI","secretaria@ajselva.net","","","AJUNTAMENT DE SELVA","P0705800A","MOSCARI","SELVA","C/ ALFONS XIII, NÚM. 10","07316","MALLORCA","971875326"
"07013942","EIEL","ARC DE SANT MARTÍ","escoletainfantildesmercadal@yahoo.es","","","AJUNTAMENT D ES MERCADAL","P0703700E","ES MERCADAL","ES MERCADAL","C/ DE LEPANTO, S/N","07740","MENORCA","971375440"
"07013051","EIEL","BENDINAT","eibendinat@calvia.com","","","AJUNTAMENT DE CALVIÀ","P0701100J","BENDINAT","CALVIÀ","C/ DE LES ESCOLES, 4","07181","MALLORCA","971405178"
"07014511","EIEL","BENIRRÀS","eibenirras@gmail.com","","","AJUNTAMENT DE SANT JOAN DE LABRITJA","P0705000H","SANT MIQUEL DE BALANSAT","SANT JOAN DE LABRITJA","C/ DE LA VENDA DE BENIRRÀS, NÚM. 144","07815","EIVISSA","971333102"
"07013255","EIEL","BINIPETIT","escoletamunicipal@ajbinissalem.net","","","AJUNTAMENT DE BINISSALEM","P0700800F","BINISSALEM","BINISSALEM","C/ FRANCESC DE B. MOLL, 30","07350","MALLORCA","971870390"
"07013000","EIEL","CA SES MONGES_BUNYOLA","escoletabunyola@gmail.com","enavarroescoleta@ajbunyola.net","","AJUNTAMENT DE BUNYOLA","P0701000B","BUNYOLA","BUNYOLA","C/ MARE DE DÉU DE LES NEUS, 3","07110","MALLORCA","971613524"
"07014053","EIEL","CALA D OR","eipcalador@ajsantanyi.net","escoletalamarieta@hotmail.com","","AJUNTAMENT DE SANTANYÍ","P0705700C","CALA D'OR","SANTANYÍ","AV.DE CALONGE,S/N","07660","MALLORCA","971657203"
"07013841","EIEL","CALA DE BOU","escoletacaladebou@hotmail.com","","","AJUNTAMENT DE SANT JOSEP DE SA TALAIA","P0704800B","SANT AGUSTÍ DES VEDRÀ","SANT JOSEP DE SA TALAIA","C/ DES CALÓ, S/N","07829","EIVISSA","971092004"
"07015756","EIEL","CALS MESTRES","secretaria@ajselva.net","","","AJUNTAMENT DE SELVA","P0705800A","CAIMARI","SELVA","C/ LLUNA, 14","07314","MALLORCA","971515663"
"07015011","EIEL","CALVIA VILA","eicalvia@calvia.com","","","AJUNTAMENT DE CALVIÀ","P0701100J","CALVIÀ","CALVIÀ","C/ COSTETA DE LA MÚSICA, NÚM. 2","07184","MALLORCA","971670023"
"07013991","EIEL","CAMPANET","eicampanet@ajcampanet.net","","","AJUNTAMENT DE CAMPANET","P0701200H","CAMPANET","CAMPANET","CENTRE DE CAN GAIETÀ S/N","07310","MALLORCA","636831859"
"07013747","EIEL","CAN ALONSO","eicanalonso@pmei.palma.cat","","","AJUNTAMENT DE PALMA","P0704000I","PALMA","PALMA","C/ ARXIDUC LLUÍS SALVADOR, 83","07004","MALLORCA","971751975"
"07014612","EIEL","CAN CANTÓ","escoletacancanto@eivissa.es","","","AJUNTAMENT D'EIVISSA","P0702600H","EIVISSA","EIVISSA","C/ DES CUBELLS, NÚM 15","07850","EIVISSA","971303672"
"07015306","EIEL","CAN COIX","escoletacancoix@laproductora.com","","","AJUNTAMENT DE SANT ANTONI DE PORTMANY","P0704600F","SANT ANTONI DE PORTMANY","SANT ANTONI DE PORTMANY","CAMÍ DE CAS RAMONS, S/N","07820","EIVISSA","971804179"
"07014491","EIEL","CAP DE CREUS","eicapdecreus@eicapdecreus.com","","","AJUNTAMENT DE MAÓ","P0703200F","MAÓ","MAÓ","C/ BORJA MOLL, NÚM. 34","07702","MENORCA","971354761"
"07013981","EIEL","CARD","eicard.sll@gmail.com","","","AJUNTAMENT DE SANT LLORENÇ DES CARDASSAR","P0705100F","SANT LLORENÇ DES CARDASSAR","SANT LLORENÇ DES CARDASSAR","C/ CARITAT, NÚM. 4","07530","MALLORCA","971838416"
"07013784","EIEL","CAS SERRES","escoleta_casserres@conselldeivissa.es","","","CONSELL INSULAR D'EIVISSA","S0733001B","EIVISSA","EIVISSA","C/ FELIP CURTOYS I VALLS, 4-6","07800","EIVISSA","971390369"
"07003778","EIEL","CIUTAT ANTIGA","eiciutatantiga@pmei.palma.cat","","","AJUNTAMENT DE PALMA","P0704000I","PALMA","PALMA","C/ JAUME LLUÍS GARAU, 4","07002","MALLORCA","971711450"
"07014429","EIEL","COLÒNIA DE SANT JORDI","eicoloniasantjordi@estudi6.net","administracio@ajsessalines.net","","AJUNTAMENT DE SES SALINES","P0705900I","COLÒNIA DE SANT JORDI","SES SALINES","C/ ESCOLA, S/N","07638","MALLORCA","971655388"
"07014247","EIEL","CUCARELLS","escoleta@ajvilafrancadebonany.net","","","AJUNTAMENT DE VILAFRANCA DE BONANY","P0706500F","VILAFRANCA DE BONANY","VILAFRANCA DE BONANY","C/ ROCABERTI,31","07250","MALLORCA","971832104"
"07013115","EIEL","EL SOL","escoletaandratx@estudi6.com","","","AJUNTAMENT D ANDRATX","P0700500B","ANDRATX","ANDRATX","C/ SON LLUÍS, 7","07150","MALLORCA","971136154"
"07013802","EIEL","ELS LLAPIS","escoletaelsllapis@gmail.com","escoletadeconsell@gmail.com","","AJUNTAMENT DE CONSELL","P0701600I","CONSELL","CONSELL","AV. DE FRANCESCA HOMAR, 20","07330","MALLORCA","971622019"
"07016633","EIEL","ELS MOLINS","escoletaesmolins@gmail.com","cperello@ajsantjoan.net","","AJUNTAMENT SANT JOAN","P0704900J","SANT JOAN","SANT JOAN","C/ MOLINS, 17","07240","MALLORCA","971526003"
"07013693","EIEL","ERIÇONS","eierissons@gmail.com","","","AJUNTAMENT DE CAPDEPERA","P0701400D","CALA RATJADA","CAPDEPERA","C/ CLOT GRAN, 2","07590","MALLORCA","971565483"
"07008302","EIEL","ES BUSQUERETS","eiesbusquerets@eiesbusquerets.com","","","AJUNTAMENT DE MAÓ","P0703200F","MAÓ","MAÓ","C/ VIVES LLULL, 20","07703","MENORCA","971353158"
"07014478","EIEL","ES CASTELL","eiescastell@eiescastell.com","eiescastell@aj-escastell.org","","AJUNTAMENT D ES CASTELL","P0706400I","ES CASTELL","ES CASTELL","C/ DE L'ESCOLA, 1A","07720","MENORCA","971368963"
"07013814","EIEL","ES FAMELIAR","escoleta_esfameliar@conselldeivissa.es","","","CONSELL INSULAR D'EIVISSA","S0733001B","SANTA EULÀRIA DES RIU","SANTA EULÀRIA DES RIU","C/ DE L'HISTORIADOR JOSEP CLAPÉS, S/N","07840","EIVISSA","971339757"
"07014090","EIEL","ES FARALLÓ","escoletaesfarallo@gmail.com","","","AJUNTAMENT DE FELANITX","P0702200G","PORTOCOLOM","FELANITX","C/ CAMÍ DE CAS VICARIO MESTRE,S/N","07670","MALLORCA","971824120"
"07014223","EIEL","ES FERRERET","eiesferreret@gmail.com","esferreret@lirebaescoletes.com","","AJUNTAMENT DE CAPDEPERA","P0701400D","CAPDEPERA","CAPDEPERA","C/ PRINCIPAL, S/N","07580","MALLORCA","971564565"
"07014843","EIEL","ES FIETS","eeiesfiets@gmail.com","","","AJUNTAMENT D ES MERCADAL","P0703700E","FORNELLS","ES MERCADAL","C/ DE SA PUNTA GRAN, S/N","07748","MENORCA","971158340"
"07014296","EIEL","ES MOLINAR","eiesmolinar@pmei.palma.cat","","","AJUNTAMENT DE PALMA","P0704000I","PALMA","PALMA","CTRA. DE LLUCMAJOR, 87","07006","MALLORCA","971277653"
"07013838","EIEL","ES MOLINET","eigalatzo@calvia.com","","","AJUNTAMENT DE CALVIÀ","P0701100J","SANTA PONÇA","CALVIÀ","CTRA. SANTA PONÇA - CALVIÀ, S/N","07180","MALLORCA","971139202"
"07007981","EIEL","ES MUSSOL","eiesmussol@eiesmussol.com","","","AJUNTAMENT DE CIUTADELLA","P0701500A","CIUTADELLA","CIUTADELLA","PLAÇA DE JAMMA, S/N","07760","MENORCA","971482095"
"07013796","EIEL","ES NIERÓ","esniero@gmail.com","","","AJUNTAMENT D ALARO","P0700100A","ALARÓ","ALARÓ","C/ CAN CLADERA, 14","07340","MALLORCA","971879203"
"07013231","EIEL","ES PASSERELLS","eiespasserells@eiespasserells.com","","","AJUNTAMENT DE MAÓ","P0703200F","MAÓ","MAÓ","C/ DE FRANCESC TUDURI DE LA TORRE. PASTOR RELIGIOS I MESTRE (1826-1989), S/N","07702","MENORCA","971351395"
"07014065","EIEL","ES PI GROS","eeiespigros@ajsantamariadelcami.net","","","AJUNTAMENT DE SANTA MARIA DEL CAMÍ","P0705600E","SANTA MARIA DEL CAMÍ","SANTA MARIA DEL CAMÍ","C/ DE JOSEP FAR, NÚM. 1","07320","MALLORCA","971140064"
"07013437","EIEL","ES PICAROL","eipeguera@calvia.com","","","AJUNTAMENT DE CALVIÀ","P0701100J","PEGUERA","CALVIÀ","C/ PINS, 16","07160","MALLORCA","971687851"
